sample,id,text,reply_to,Target_chi,Target_categoria,Contenuto/tema,offensività,hate speech,tipo_risposta,RISPOSTA
Camp100hs,"1,18298395787019E+018",@CorSport CORRIERE DELLO SPORT:La vergogna del giornalismo italiano siete voi....giornale sportivo senza valorI e senza dignità!!!!!,,organizzazione,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,19292183446915E+018","""@Libero_official Si può nn condividere le idee di Vauro, ma lui ha le palle.è minuscolo rispetto al tipo  eppure non ha avuto paura di affrontarlo e lo ha anche invitato a parlare. Voi fascistelli che lo irridete siete capaci solo di menar le mani quando qualcuno ve lo dice  e solo in branco.""","""Dopo la violentissima rissa in tv, la sorprendente lettera di Vauro al Brasile\u00a0 https://t.co/FDg5vi3kDS""",organizzazione,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300casuali,"1,22180880966601E+018",@Gazzetta_it Più o meno come i vostri cervelli ma quelli sono saltati da un pezzo...,"""#Inter, in inverno c'\u00e8 (spesso) grossa crisi. E i nervi saltano https://t.co/L80ITkBxql #serieA #premium""",gruppo,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp100hs,"1,21550344357988E+018","@_Cotu Mortacci, a quanti de voi é morta la maestra da piccoli? Annatece ai corsi serali, fate in tempo",,gruppo,non identificabile,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,22203759416441E+018",@marcobelinelli In realtà il 90% del giornalismo rispecchia il popolo italiano.. presuntuoso e ignorante,"""Il problema \u00e8 che i giornali sportivi in Italia NON SONO giornali sportivi. Vergognatevi. https://t.co/rgJX3qhJw7""",organizzazione,giornalismo,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300HS,"1,23044471043675E+018",@tuttosport Alla Juve??? Siete scemi ??!! Lasciatelo in Francia in Francia o...all’inter!! 😁😁 Forza Juve!!!,"""Triangolo #Icardi-#Psg-#Juve: #Paratici pu\u00f2 dribblare l'#Inter https://t.co/WOIA9HYP5x""",organizzazione,squadra,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300casuali,"1,19203354390139E+018","@orfini Beh dai, ora che ha imparato due parole in Latino...le butta dentro a cazzo in ogni cosa che dice...tipico degli ignoranti...","""Giusto condannare il razzismo negli stadi e nel paese. Ma se davvero lo si vuole combattere, non basta indignarsi:\u2026 https://t.co/3MMtsrTkx0""",singolo,personaggi,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp300casuali,"1,1905749142035E+018",@Gazzetta_it Giocava nel Real Madrid e ora nel Piemonte calcio..ahahahhahahahaha..questa è fuori,"""La mamma di #CR7: \""Mafia nel calcio: se non fosse stato portoghese sai quanti Palloni d'Oro in pi\u00f9...\""\u2026 https://t.co/8kqTtLxwdb""",singolo,personaggi,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp100casuali,"1,21975164060719E+018",@Sport_Mediaset Dominata? Tu sei veramente stupido. Prima o poi sto culo di merda finisce,,singolo,non identificabile,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp100hs,"1,19771294109897E+018","@CorSport Ballerino, e il gran cazzo che me ne frega? Che cazzaro",,singolo,non identificabile,insulto generico,1,0,OFF opinione,"Anche se non si condivide l'opinione di alcune persone, si può esprimere il proprio disaccordo senza offendere."
Camp100hs,"1,19076478713689E+018",@realvarriale Il direttore continua non capirci una beata minchia di regolamenti. Infatti continua a scrivere minchiate.,,singolo,giornalismo,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300HS,"1,21647761615421E+018",@frafacchinetti Tu oltre che schifo a cantare non capisci nemmeno un cazzo di Calcio. Fortuna i soldi di papà.. #cambiamestiere,"""Arbitraggio di Rocchi:\n- Pro Atalanta sempre \n- Ferma Lautaro lanciato a rete per un fallo che non c\u2019era\n- Da un ri\u2026 https://t.co/olBUPE2jyv""",singolo,personaggi,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300HS,"1,21643412766002E+018","@frafacchinetti Allora: sei un raccomandato, fai cagare e in più nn capisci un cazzo di calcio.... che dire, sei completo!","""Arbitraggio di Rocchi:\n- Pro Atalanta sempre \n- Ferma Lautaro lanciato a rete per un fallo che non c\u2019era\n- Da un ri\u2026 https://t.co/olBUPE2jyv""",singolo,personaggi,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300HS,"1,2166193971393E+018",@LucaMarelli72 @PeruginiRoberto Ti atteggi a sapientone ma non capisci un cazzo,"""Ed ecco, infine, la famosa spinta di #Zapata... a #Toloi.\n\nRingrazio i tanti che mi hanno insultato per ore sui soc\u2026 https://t.co/3MFO1eLMhL""",singolo,personaggi,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300HS,"1,19178297729604E+018","""@orfini @sassari68 Ma che cosa c’entra? Ma cosa dici?Sei partito bene e come al solito finisci col dire una cagata.""","""Giusto condannare il razzismo negli stadi e nel paese. Ma se davvero lo si vuole combattere, non basta indignarsi:\u2026 https://t.co/3MMtsrTkx0""",singolo,personaggi,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp100casuali,"1,19146304013642E+018",@gadlernertweet Sta sempre a dire stronzate.,,singolo,personaggi,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300casuali,"1,21643412766002E+018","@frafacchinetti Allora: sei un raccomandato, fai cagare e in più nn capisci un cazzo di calcio.... che dire, sei completo!","""Arbitraggio di Rocchi:\n- Pro Atalanta sempre \n- Ferma Lautaro lanciato a rete per un fallo che non c\u2019era\n- Da un ri\u2026 https://t.co/olBUPE2jyv""",singolo,personaggi,insulto generico,2,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300casuali,"1,22947380475112E+018",@Mariagr89063037 @Gazzetta_it Ah Mariagra non dire fregnacce che va a finire che ci credi ahahahah,"""@Gazzetta_it La juve non ha plusvalenze fittizie, anzi Orsoloini ne \u00e8 l'esempio lampante lo abbiamo venduto al Bolo\u2026 https://t.co/UFxHOvRD5m""",singolo,utente,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300HS,"1,22560345191827E+018","@Gazzetta_it il vostro scopo della vita è questo, rosicare e prenderla nel culo...almeno da 11 anni a sta parte...non male e.🤣😂😂😂😂😂🤣🤣😂🤣🤣😂⚪⚫❤","""#Roma Fonseca accusa: \u201cQui in Italia il metro arbitrale non \u00e8 uguale per tutti\u201d https://t.co/Wg4PeZVf31 #serieA""",organizzazione,squadra,insulto generico,1,0,OFF pensiero,"Può capitare di non condividere il pensiero espresso da alcune persone, ma si può manifestare il proprio disaccordo senza offendere."
Camp300HS,"1,22432437177224E+018",@CorSport Ti conoscono in pochi Ceccherini. E comunque stai sul cazzo anche a quei pochi....,"""#Fiorentina , #Ceccherini attacca la #Juve : \""Se state sul c.... a tutti...\""\ud83d\udc47 https://t.co/KFc37J3Ccb""",singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,22396623262343E+018",@SkySport siete imbarazzanti voi e quel gobbo di merda di Marocchi.,NOT FOUND,singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,19185528647206E+018",@Sport_Mediaset Ma questo è un coglione o cosa?,"""#Conte: \""I ragazzi mi stanno dando l'anima, ma in partite come questa emergono i nostri limiti. Serve esperienza, e\u2026 https://t.co/PAbbkkvb4w""",singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,22759746725811E+018",@SkySport Signore chi collina? Ma che cazzo vi fumate a sky? Un cesso collina!,"""\ud83d\udc51 #ISignoriDelCalcio: #Collina\n\ud83d\uddd3 Da gioved\u00ec 13 febbraio\n\u25b6 Disponibile anche su #SkyOnDemand e #SkyGo\n#SkySport\nhttps://t.co/kalWe99A4b""",singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,19166892261922E+018",@VittorioSgarbi @stampasgarbi Italianissimo e piuttosto coglione.,"""Balotelli \u00e8 un italiano al 100%. Io sto con lui. Giallla, rosso o nera che sia la sua pelle. @stampasgarbi""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,18125391830466E+018",@CorSport Si ma a telefonare era sempre la stessa merda di facchett,"""Il cinque di #Rocchi a #Bonucci fa infuriare i tifosi dell'#Inter sui social \ud83d\udcf7 https://t.co/fokvQPiNIJ""",singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,19144390292404E+018","@VittorioSgarbi @stampasgarbi Balotelli e un coglione ,sborrone,decelebrato al 100/100!!! Che sia nero,giallo,rosso o bianco!!!","""Balotelli \u00e8 un italiano al 100%. Io sto con lui. Giallla, rosso o nera che sia la sua pelle. @stampasgarbi""",singolo,atleti,insulto generico,3,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,22398417402302E+018",@sunday_ky Il più inutile e insulso dei dirigenti,"""@hurried57 Il mafioso che si affretta a marcare il proprio territorio.""",singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300casuali,"1,19818243206909E+018",@Sport_Mediaset L'importante che ci sia ancora qualcuno a pagare questo fallito.,"""#Brescia, #Balo pensa all'addio: il Gala lo tenta. Il rapporto teso con #Grosso e il duro confronto con #Cellino ha\u2026 https://t.co/BoVoH510WE""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp100hs,"1,19892273221958E+018",@Sport_Mediaset Sei proprio un buffone @Balo.. Pagliaccio ti manderei a giocare in 3 categoria....,,singolo,atleti,insulto generico,2,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp100casuali,"1,22242100300085E+018",@pisto_gol Madonna vomito solo a vederlo... lercio e sporco dentro,,singolo,non identificabile,insulto generico,2,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,23234087511784E+018",@Gazzetta_it A prescindere dal virus fanno bene a non volere quella gentaglia truzzone!!!!!,"""#Coronavirus, a #Lione sindaco \""per niente favorevole\"" all'arrivo dei tifosi della #Juventus #ChampionsLeague https://t.co/QwhsqsGrZ5""",gruppo,tifosi,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,20651635547174E+018","@SuperflyVideo @Gazzetta_it Si adesso e’ simpatico, quando era al napoli era un cafone in tuta","""#Conferenza #MaSarri Post Juventus Udinese 3-1 Lo sfortunato giornalista della @Gazzetta_it .... https://t.co/Wk5lFozxg9""",singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,22763247777628E+018",@Gazzetta_it Arrogante e presuntuoso ! Non all’altezza del ruolo che ricopre,"""#Roma, #Petrachi \u00e8 una furia: \""Quante cazz... su di me, con 70 milioni di giocatori ne compro sette\"" https://t.co/ToZpOZvv2R #serieA""",singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp100hs,"1,22791237913402E+018","@tuttosport Sarri, un maleducato saccente e drogato!",,singolo,allenatori,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,20157078947827E+018","@Sport_Mediaset @Sabatini Scorbutico, presuntuoso, rosicone e asociale.... poi può essere anche forte....!!!","""#AskSabatini: \""#PallonedOro, ecco l'ammutinamento di #CR7\"". Voi cosa pensate del comportamento del fuoriclasse port\u2026 https://t.co/95iQeIyYkI""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,19822082223582E+018",@tuttosport Grosso hai fatto bene è un caprone e un presuntuoso si crede il padre eterno non è nessuno,"""#Brescia, #Grosso: \""#Balotelli escluso per scarsa intensit\u00e0 in allenamento\"" \u2b07\ufe0f https://t.co/XOf77hlLJ1""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,19167245943246E+018","@northernwitch78 @VittorioSgarbi @stampasgarbi È arrogante e strafottente ,il colore della pelle non c'entra nulla",NOT FOUND,singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,19142043785673E+018","@VittorioSgarbi @stampasgarbi Giusto!!! Balotelli, però, deve essere meno arrogante e strafottente...","""Balotelli \u00e8 un italiano al 100%. Io sto con lui. Giallla, rosso o nera che sia la sua pelle. @stampasgarbi""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,22719013457308E+018","@Gazzetta_it Questo è il cugino scemo di Niang, e ancora non l'avete capito","""Il paradosso #Leao: pericoloso ma poco concreto. E ora rischia il posto... #Milan #Seriea https://t.co/wsyoya57vC #serieA""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,21926607213157E+018",@CorSport pure scemo..accettava il M.U e ci avrebbe giocato,"""#Juve, #Dybala: \u201cSogno di giocare con #Pogba. #Gattuso? Un pazzo\u2026\u201d https://t.co/h1wx0ZHGdd""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,20194127284134E+018",@Gazzetta_it Era meglio quando era stupido e milanista...,"""Clamoroso Chiellini: \u201cL\u2019anno scorso il Real ha deciso di non far vincere il Pallone d\u2019Oro a Ronaldo...\u201d\u2026 https://t.co/npGrYAh65X""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300casuali,"1,21167654314931E+018","@tuttosport poco eri, poco sei, poco sarai sempre... vedremo a fine stagione","""#Cassano: \""L'Inter vincer\u00e0 lo scudetto, Sarri \u00e8 un allenatore normale\""  https://t.co/163od0QbPV""",singolo,atleti,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,19180071481898E+018","""@orfini Un tempo era l'utile idiota. Poi venne Orfini  e l'idiota divenne anche inutile.""""","""Giusto condannare il razzismo negli stadi e nel paese. Ma se davvero lo si vuole combattere, non basta indignarsi:\u2026 https://t.co/3MMtsrTkx0""",singolo,personaggi,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,18744547311796E+018","@matteosalvinimi Lei è misero e ignobile, per un voto in più.","""Carcere a vita per questi maledetti assassini, altro che \u201cpermesso premio\u201d.\nUna preghiera per il povero Luca.\n\nhttps://t.co/4ls1tnOcVl""",singolo,personaggi,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300HS,"1,18110301483013E+018",@notrealsebaros Ciao coglione come si sta in basso alla classica? Poverino i 200ln di debiti non sono bastati a fare una squadrona?,"""Noi forse parliamo un po\u2019 troppo poco quando subiamo torti arbitrali, ma grazie a Dio non facciamo queste scenate d\u2026 https://t.co/DP74v9vBMk""",singolo,utente,insulto generico,1,0,OFF persona,"Certe persone possono piacerci meno di altre, ma andrebbero trattate comunque con rispetto."
Camp300casuali,"1,21988714919517E+018",@Gazzetta_it Kondo e probabilmente Gabigol liquidati con plusvalenza .. che cazzo vogliono sto ipocriti?..🍷🍷🍷,"""#Lazaro, #Kondogbia, #JoaoMario: quelli che l'#Inter ha strapagato ma che hanno fatto flop #calciomercato https://t.co/wCNS8QRvFO #serieA""",gruppo,non identificabile,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300HS,"1,23129411715565E+018",@GavinoSanna1967 Mi pare che anche a destra i coglioni non manchino.,"""Leggo tweet agghiaccianti di imbecilli esaltati perch\u00e9 il virus \u00e8 arrivato con un \""italiano/lombardo/padano\"" e non\u2026 https://t.co/0o0UOxrDhx""",gruppo,non identificabile,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300HS,"1,19142763853714E+018","@gadlernertweet Fermo restando che stigmatizzo nella maniera più assoluta i cori razzisti, ti sei un opportunista di merda!","""Gli insulti a #LilianaSegre erano inventati. I buuu razzisti contro #MarioBalotelli li ha sentiti solo lui...\nE' l'\u2026 https://t.co/1x3ho1ft4A""",singolo,non identificabile,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300HS,"1,19496464815768E+018","@angelo_forgione @pisto_gol Dici bene. Non ce la fanno. Parassiti, sciacalli sempre pronti a strumentalizzare. Guardate a casa vostra...","""Secondo Gazzetta, #Ibrahimovic sarebbe perfetto nel #Napoli perch\u00e9 \u00e8 una specie di boss cresciuto in un ghetto di M\u2026 https://t.co/FnN8DmTl6f""",gruppo,non identificabile,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300HS,"1,20254295336706E+018","""@CorSport ...x la lotta contro il razzismo: piú razzismo e ignoranza!VERGOGNATEVI!!!""","""La prima pagina del Corriere dello Sport-Stadio \u2935\ufe0f\n\n-Black Friday\n-#Khedira fuori tre mesi \n\nLeggi le altre notizie\u2026 https://t.co/JnspEk6ls4""",organizzazione,giornalismo,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300casuali,"1,21844273546989E+018","""@Gazzetta_it V E R G O G N O S I @Gazzetta_it 🤡""","""#Calciomercato, si \u00e8 conclusa l'operazione #Politano-#Spinazzola: una farsa che \u00e8 specchio del momento difficile de\u2026 https://t.co/nquSEI75gk""",organizzazione,giornalismo,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp100hs,"1,18638845905906E+018","""@SkySport ma che vermi siete? #Dessena la #var a la carte. Fate schifo.""",,organizzazione,giornalismo,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300casuali,"1,19939668601305E+018","""@Sport_Mediaset Sono i brillanti e ripetuti successi con la sua nazionale a fare la differenza...#Pajàsss""","""#PallonedOro a #Messi: l'indiscrezione scatena le polemiche. Al Mundo Deportivo ne sono sicuri, gli inviati di Fran\u2026 https://t.co/RhH3B8XjnQ""",nd,non identificabile,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300HS,"1,22496751251905E+018","""@Duttale Sei un disagiato. Vi hanno revocati DUE scudetti. Non costringermi a bloccarti, frena la tua verve, siete indifendibili.Il fatto che tu voglia difendere la Juve dalla condanna per frode non ti fa onore e chiarisce che tipo di persona sei.""","""Puntano il dito, nessuno difende la juve per calciopoli, la juve ha pagato ed ora rivince! gli sto facendo notare c\u2026 https://t.co/SQOcnOWdsO""",singolo,tifosi,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp300HS,"1,23150404470068E+018",@FabrizioDelpret Testa di cazzo i due signori lombardi se lo sono preso per magia o da dei cinesi ?,"""Pi\u00f9 di un mese a urlare \u201cchiudete i porti\u201d e \u201cattenzione ai cinesi\u201d e poi il contagio arriva da due lombardi.\n\nIl k\u2026 https://t.co/E5kKiTbl4F""",singolo,utente,insulto generico,1,0,OFF posizioni,"È comprensibile che a volte non si sia d'accordo con le posizioni di alcune persone, ma tutti devono essere trattati con rispetto."
Camp100hs,"1,19095057236038E+018","""@_AndreaPontone In un paese serio, tu fai richiesta e ti danno la 104. Invece  sei costretto ad umiliarti sui social…""",,singolo,giornalismo,insulto categoria,2,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp300HS,"1,20451475217885E+018",@SkySport marchegiani.ce l hai fatta a fatte..stai muto gufo,NOT FOUND,singolo,allenatori,insulto generico,1,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp300HS,"1,22026003930017E+018","@massimozampini @juventibus E fattela una risata, che sei in bianco e nero anche nel cervello...","""@juventibus Se un conduttore juventino utilizzasse i suoi quiz per fare periodici sfott\u00f2 all'Inter su passaporti, t\u2026 https://t.co/igGn6YDieK""",singolo,utente,insulto generico,1,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp300casuali,"1,18777856180298E+018",@SkySport Ma vai a cagare incompetente 🤡🤡🤡,"""\u26a0 #UltimOra #Milan\n\ud83c\udf99 #Maldini a #SkySport 24: \""\u00c8 un momento delicato ma fa parte della crescita del club. Cambio al\u2026 https://t.co/SceMgK99L7""",singolo,allenatori,insulto generico,1,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp300HS,"1,21466310413666E+018",@Gazzetta_it Capello non capisce una sega di calcio e ieri sera lo ha dimostrato!!!,"""Lite #Conte vs #Capello: l\u2019antipatia ha radici profonde https://t.co/y2CPTjhVN7 #serieA #inter""",singolo,allenatori,insulto generico,1,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp300HS,"1,2035735631455E+018",@Sport_Mediaset Buffone lui e voi che gli fate dire queste stronzate senza battere ciglio,"""#Juve, #Sarri: \""L'espulsione di #Cuadrado non c'era, gara condizionata dagli episodi. #LazioJuve\u2026 https://t.co/IPOmmJOv0c""",singolo,allenatori,insulto generico,1,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp300HS,"1,22427454151554E+018",@AngeloAngelone Coglione mercoledi c'e lazio verona recupero di campionato salta quella nn la juve somaro cancella il tweet,"""#JuveFiorentina A S.Siro espulso il migliore del Verona, Amrabat...in dovinate con chi gioca la prossima il Verona!""",singolo,giornalismo,insulto generico,1,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp300HS,"1,18111545011934E+018",@Anna_1897 Ahahahahaha i sorci Verdi pezzo di merda 1-2 vai a casa cretino,NOT FOUND,singolo,non identificabile,insulto generico,1,0,OFF punto di vista,Quando non si condivide il punto di vista altrui si potrebbe argomentare il proprio punto di vista invece di attaccare gli altri.
Camp100hs,"1,20655663240416E+018","""@SkySport ma guarda te che cesso di portiere che abbiamo!!!Più lo vedo sto gol e più mi sale il nervo ... raggio laser maledetto!!""",,singolo,atleti,insulto generico,1,0,OFF rendimento,"Anche gli atleti professionisti possono avere dei periodi di minor rendimento, non andrebbero offesi per questo."
Camp300HS,"1,21781390861183E+018",@Sport_Mediaset Uno rotto o uno scarso bella scelta,"""#Inter, #Spinazzola bloccato: torna in pole #Young. I dubbi sull'esterno azzurro rilanciano la candidatura del capi\u2026 https://t.co/Oc2zuDFvke""",singolo,atleti,insulto generico,1,0,OFF rendimento,"Anche gli atleti professionisti possono avere dei periodi di minor rendimento, non andrebbero offesi per questo."
Camp300HS,"1,2200329873766E+018","""@Gazzetta_it Uno zoppo tutto questi soldi...E a #Zaza nessuno lo vuole..😥😥""","""#mercato #Cagliari, preso #Pjaca: prestito dalla #Juve, riscatto a 12 milioni. Visite domani https://t.co/bAOiGp7ZVt #serieA""",singolo,atleti,insulto generico,1,0,OFF rendimento,"Anche gli atleti professionisti possono avere dei periodi di minor rendimento, non andrebbero offesi per questo."
Camp300HS,"1,2146550413674E+018","""@Gazzetta_it Uno è scarso e vecchio L'altro è infortunato e non è al meglio.""","""#Inter e #Juve dominano la #SerieA ma #Godin e #DeLigt sono finiti ai margini https://t.co/X4ccQsy4yf #serieA""",singolo,atleti,insulto generico,1,0,OFF rendimento,"Anche gli atleti professionisti possono avere dei periodi di minor rendimento, non andrebbero offesi per questo."
Camp300HS,"1,20889794741873E+018","@tuttosport E devi cominciare a correre veloce anche tu, sembri un bradipo.. Svegliati","""#Pjanic: \u201cSe la #Juve vuole vincere deve subire meno reti\u201d \ud83d\udcac \u2935\ufe0f https://t.co/YYfiV8Ka4l""",singolo,atleti,insulto generico,1,0,OFF rendimento,"Anche gli atleti professionisti possono avere dei periodi di minor rendimento, non andrebbero offesi per questo."
Camp300casuali,"1,18704632924514E+018",@tuttosport #Deligt 6 un bidone e te lo dico da juventino!,"""#Juve, #DeLigt: \""Non capisco le critiche, ho giocato bene\"" \u2935\ufe0f https://t.co/AECIOG5pM2""",singolo,atleti,insulto generico,1,0,OFF rendimento,"Anche gli atleti professionisti possono avere dei periodi di minor rendimento, non andrebbero offesi per questo."
Camp300casuali,"1,22321000803014E+018","@MrLyJay @SkySport Non ti viene da pensare che, forse, ma forse è, eravate delle gigantesche e incredibili PIPPE? Ahahahahahahahahahah","""@bottinimirko @SkySport Qualcuno spiegher\u00e0 a Young perch\u00e9 in Italia \u00e8 impossibile vincerli sti titoli https://t.co/GjJGtqpNWz""",organizzazione,squadra,insulto generico,1,0,OFF rendimento,"Anche gli atleti professionisti possono avere dei periodi di minor rendimento, non andrebbero offesi per questo."
